mysql root@(none):covid_data> select Name, Never_Mask, Rarely_Mask, Sometimes_Mask, Frequently_Mask, Always_Mask  from `County` order by `Always_Mask` desc;
+-----------------------------------+------------+-------------+----------------+-----------------+-------------+
| Name                              | Never_Mask | Rarely_Mask | Sometimes_Mask | Frequently_Mask | Always_Mask |
| Nuckolls                          | 0.138      | 0.132       | 0.064          | 0.349           | 0.318       |
| Walworth                          | 0.140      | 0.144       | 0.132          | 0.265           | 0.318       |
| Decatur                           | 0.175      | 0.171       | 0.168          | 0.168           | 0.318       |
| Lincoln                           | 0.110      | 0.078       | 0.203          | 0.292           | 0.317       |
| Pipestone                         | 0.088      | 0.182       | 0.132          | 0.281           | 0.317       |
| Shelby                            | 0.142      | 0.144       | 0.160          | 0.238           | 0.317       |
| Cuming                            | 0.147      | 0.066       | 0.122          | 0.347           | 0.317       |
| Madison                           | 0.251      | 0.082       | 0.194          | 0.156           | 0.317       |
| Newton                            | 0.102      | 0.153       | 0.092          | 0.338           | 0.316       |
| Atchison                          | 0.137      | 0.122       | 0.169          | 0.256           | 0.316       |
| Koochiching                       | 0.159      | 0.183       | 0.087          | 0.255           | 0.316       |
| Hickory                           | 0.182      | 0.180       | 0.159          | 0.164           | 0.316       |
| Pawnee                            | 0.067      | 0.147       | 0.215          | 0.254           | 0.316       |
| Delaware                          | 0.188      | 0.187       | 0.202          | 0.107           | 0.316       |
| Moore                             | 0.173      | 0.101       | 0.176          | 0.235           | 0.316       |
| Marshall                          | 0.078      | 0.152       | 0.221          | 0.234           | 0.315       |
| Furnas                            | 0.101      | 0.135       | 0.129          | 0.319           | 0.315       |
| LaMoure                           | 0.115      | 0.070       | 0.193          | 0.307           | 0.315       |
| Woodson                           | 0.092      | 0.175       | 0.171          | 0.247           | 0.314       |
| Custer                            | 0.143      | 0.104       | 0.112          | 0.328           | 0.314       |
| Dodge                             | 0.140      | 0.036       | 0.136          | 0.374           | 0.314       |
| Allen                             | 0.085      | 0.104       | 0.114          | 0.382           | 0.314       |
| Mason                             | 0.238      | 0.031       | 0.292          | 0.126           | 0.313       |
| Scott                             | 0.197      | 0.090       | 0.190          | 0.210           | 0.313       |
| Wichita                           | 0.173      | 0.112       | 0.184          | 0.219           | 0.313       |
| Lake of the Woods                 | 0.091      | 0.171       | 0.176          | 0.249           | 0.313       |
| Wayne                             | 0.191      | 0.171       | 0.130          | 0.196           | 0.313       |
| Webster                           | 0.297      | 0.090       | 0.162          | 0.137           | 0.313       |
| Frontier                          | 0.094      | 0.121       | 0.136          | 0.336           | 0.313       |
| Grant                             | 0.199      | 0.116       | 0.102          | 0.270           | 0.313       |
| Washita                           | 0.024      | 0.256       | 0.243          | 0.164           | 0.313       |
| Marshall                          | 0.196      | 0.146       | 0.183          | 0.161           | 0.313       |
| Winston                           | 0.130      | 0.046       | 0.328          | 0.183           | 0.312       |
| Jackson                           | 0.097      | 0.098       | 0.105          | 0.388           | 0.312       |
| Elk                               | 0.061      | 0.050       | 0.295          | 0.282           | 0.312       |
| Kandiyohi                         | 0.109      | 0.107       | 0.182          | 0.290           | 0.312       |
| Randolph                          | 0.051      | 0.145       | 0.203          | 0.289           | 0.311       |
| Dundy                             | 0.053      | 0.232       | 0.173          | 0.231           | 0.311       |
| Pierce                            | 0.253      | 0.110       | 0.185          | 0.142           | 0.311       |
| Day                               | 0.256      | 0.140       | 0.175          | 0.118           | 0.311       |
| Washington                        | 0.077      | 0.208       | 0.101          | 0.303           | 0.310       |
| Johnson                           | 0.061      | 0.175       | 0.247          | 0.207           | 0.310       |
